,CustomerID,Recency,Frequency,Monetary,Cluster
627,13173.0,4,2,353.65,NewCustomer
628,13174.0,16,3,2817.03,CantLoseThem
629,13176.0,46,1,492.84,AtRisk
630,13177.0,65,1,282.45,AtRisk
631,13178.0,26,11,5725.47,Loyal
632,13182.0,45,1,121.18,AtRisk
633,13183.0,8,9,3957.78,Loyal
634,13184.0,15,10,1701.29,Loyal
635,13185.0,268,1,71.4,AtRisk
636,13186.0,40,3,1575.89,CantLoseThem
637,13187.0,337,1,236.02,AtRisk
638,13188.0,11,1,114.6,NewCustomer
639,13189.0,19,2,260.68,NewCustomer
640,13192.0,95,2,911.94,CantLoseThem
641,13193.0,61,1,117.88,AtRisk
642,13194.0,136,1,60.7,AtRisk
643,13196.0,11,4,1797.78,CantLoseThem
644,13198.0,10,6,3401.24,Loyal
645,13199.0,4,38,9817.12,Loyal
646,13200.0,19,4,870.09,CantLoseThem
647,13203.0,10,4,869.46,NewCustomer
648,13207.0,15,2,250.26,NewCustomer
649,13208.0,59,6,1223.9,CantLoseThem
650,13209.0,30,8,5891.61,Loyal
651,13210.0,94,1,353.48,AtRisk
652,13211.0,10,3,1197.42,NewCustomer
653,13212.0,20,3,788.08,NewCustomer
654,13213.0,57,5,1520.58,CantLoseThem
655,13216.0,268,1,333.74,AtRisk
656,13217.0,122,3,533.98,CantLoseThem
657,13218.0,127,1,62.63999999999999,AtRisk
658,13220.0,78,4,819.2900000000001,CantLoseThem
659,13221.0,240,2,847.41,AtRisk
660,13223.0,200,2,163.20000000000002,AtRisk
661,13224.0,60,2,2155.95,CantLoseThem
662,13225.0,3,7,6463.84,Loyal
663,13226.0,273,1,108.21,AtRisk
664,13227.0,202,1,257.7,AtRisk
665,13228.0,81,1,358.0,AtRisk
666,13229.0,226,1,160.95,AtRisk
667,13230.0,4,14,2806.97,Loyal
668,13232.0,13,7,1357.6,Loyal
669,13233.0,74,2,605.12,AtRisk
670,13235.0,212,1,1031.07,AtRisk
671,13236.0,25,2,744.85,NewCustomer
672,13238.0,17,4,700.73,NewCustomer
673,13239.0,262,1,329.56,AtRisk
674,13240.0,96,4,663.65,CantLoseThem
675,13242.0,112,3,270.40000000000003,AtRisk
676,13243.0,203,1,600.07,AtRisk
677,13244.0,93,1,121.74,AtRisk
678,13245.0,51,1,430.5,AtRisk
679,13246.0,18,6,1987.3,CantLoseThem
680,13247.0,18,4,501.12,NewCustomer
681,13248.0,125,2,465.68,AtRisk
682,13249.0,92,3,711.41,CantLoseThem
683,13253.0,157,2,1030.4,CantLoseThem
684,13255.0,9,2,399.51,NewCustomer
685,13258.0,12,3,698.58,NewCustomer
686,13259.0,62,1,292.32,AtRisk
687,13260.0,61,1,557.62,AtRisk
688,13261.0,269,2,944.1,AtRisk
689,13262.0,263,1,200.29,AtRisk
690,13263.0,1,35,7454.07,Loyal
691,13265.0,53,5,2107.66,CantLoseThem
692,13266.0,11,12,3834.26,Loyal
693,13267.0,3,19,4521.49,Loyal
694,13268.0,18,11,3214.69,Loyal
695,13269.0,1,15,5346.2300000000005,Loyal
696,13270.0,366,1,590.0,AtRisk
697,13271.0,37,1,217.38,AtRisk
698,13272.0,31,2,276.56,NewCustomer
699,13273.0,113,1,138.98,AtRisk
700,13276.0,64,2,590.9300000000001,CantLoseThem
701,13277.0,16,4,258.4,NewCustomer
702,13278.0,41,1,542.73,NewCustomer
703,13279.0,78,1,137.75,AtRisk
704,13280.0,122,3,814.86,CantLoseThem
705,13282.0,18,3,1132.14,CantLoseThem
706,13283.0,60,2,93.66,AtRisk
707,13284.0,331,1,201.19,AtRisk
708,13285.0,23,4,2709.12,CantLoseThem
709,13291.0,156,1,361.11,AtRisk
710,13292.0,39,2,578.9399999999999,NewCustomer
711,13294.0,190,2,873.74,AtRisk
712,13295.0,360,1,201.2,AtRisk
713,13296.0,137,1,87.4,AtRisk
714,13297.0,8,4,2089.85,Loyal
715,13298.0,1,1,360.0,NewCustomer
716,13299.0,268,1,142.5,AtRisk
717,13300.0,169,1,371.89,AtRisk
718,13301.0,104,4,618.09,CantLoseThem
719,13302.0,155,1,63.75,AtRisk
720,13304.0,351,1,300.42,AtRisk
721,13305.0,4,10,2000.86,Loyal
722,13307.0,120,1,15.0,AtRisk
723,13308.0,23,3,1385.51,CantLoseThem
724,13309.0,7,5,1456.79,Loyal
725,13310.0,28,3,1132.03,CantLoseThem
726,13311.0,4,2,598.57,NewCustomer
727,13313.0,22,5,1555.32,CantLoseThem
728,13314.0,2,3,775.94,NewCustomer
729,13316.0,37,4,5977.7300000000005,CantLoseThem
730,13317.0,66,6,2273.68,CantLoseThem
731,13318.0,1,3,640.76,NewCustomer
732,13319.0,5,26,10845.55,Loyal
733,13320.0,78,4,1548.7,CantLoseThem
734,13321.0,72,2,567.36,AtRisk
735,13322.0,17,1,199.48,NewCustomer
736,13323.0,3,5,787.85,NewCustomer
737,13324.0,36,10,7121.95,Loyal
738,13325.0,82,1,675.3,AtRisk
739,13327.0,39,8,3627.77,Loyal
740,13328.0,316,1,1308.48,AtRisk
741,13329.0,32,2,789.0,NewCustomer
742,13330.0,93,3,1140.93,CantLoseThem
743,13332.0,14,1,350.9,NewCustomer
744,13334.0,82,3,3536.82,CantLoseThem
745,13336.0,77,1,795.12,AtRisk
746,13338.0,158,1,487.02,AtRisk
747,13339.0,201,1,860.12,AtRisk
748,13340.0,45,7,10736.48,Loyal
749,13341.0,261,1,775.85,AtRisk
750,13343.0,178,1,353.43,AtRisk
751,13344.0,68,3,2543.72,CantLoseThem
752,13345.0,288,1,389.5,AtRisk
753,13347.0,70,1,341.36,AtRisk
754,13348.0,64,1,233.76,AtRisk
755,13349.0,11,1,247.32,NewCustomer
756,13350.0,16,2,979.12,NewCustomer
757,13351.0,66,1,373.94,AtRisk
758,13352.0,60,1,397.98,AtRisk
759,13354.0,71,1,743.53,AtRisk
760,13355.0,122,1,674.7,AtRisk
761,13356.0,80,1,768.24,AtRisk
762,13357.0,257,1,609.95,AtRisk
763,13358.0,269,1,439.03,AtRisk
764,13359.0,64,1,439.56,AtRisk
765,13362.0,9,4,3090.74,Loyal
766,13363.0,18,2,992.5,NewCustomer
767,13364.0,71,1,134.95999999999998,AtRisk
768,13365.0,34,2,2225.37,CantLoseThem
769,13366.0,50,1,56.16,AtRisk
770,13368.0,257,2,623.4,AtRisk
771,13369.0,366,1,308.28000000000003,AtRisk
772,13370.0,372,1,754.87,AtRisk
773,13372.0,90,1,378.64,AtRisk
774,13373.0,61,3,3312.25,CantLoseThem
775,13375.0,89,1,778.65,AtRisk
776,13376.0,99,3,1019.76,CantLoseThem
777,13379.0,26,3,572.56,NewCustomer
778,13381.0,32,6,3639.31,CantLoseThem
779,13382.0,281,1,222.99,AtRisk
780,13384.0,31,7,4151.93,Loyal
781,13385.0,330,1,534.57,AtRisk
782,13388.0,131,2,677.1,AtRisk
783,13389.0,11,3,797.96,NewCustomer
784,13390.0,75,1,544.08,AtRisk
785,13391.0,204,1,59.8,AtRisk
786,13394.0,2,8,2520.02,Loyal
787,13395.0,185,1,307.72,AtRisk
788,13396.0,29,2,1360.99,CantLoseThem
789,13397.0,73,5,1544.13,CantLoseThem
790,13398.0,192,1,457.34,AtRisk
791,13402.0,127,2,621.23,AtRisk
792,13403.0,18,1,75.0,NewCustomer
793,13404.0,1,2,252.49,NewCustomer
794,13405.0,74,3,572.451,CantLoseThem
795,13408.0,2,62,28117.04,Loyal
796,13410.0,24,5,1003.06,CantLoseThem
797,13411.0,107,1,213.55,AtRisk
798,13414.0,134,3,1390.5,CantLoseThem
799,13416.0,44,2,712.5,CantLoseThem
800,13417.0,5,2,640.83,NewCustomer
801,13418.0,12,18,6127.43,Loyal
802,13419.0,64,1,221.06,AtRisk
803,13420.0,150,2,159.85,AtRisk
804,13421.0,40,2,1851.08,CantLoseThem
805,13422.0,64,1,2626.3,CantLoseThem
806,13425.0,108,3,1624.21,CantLoseThem
807,13426.0,1,10,3641.32,Loyal
808,13427.0,19,3,582.6,NewCustomer
809,13428.0,10,1,218.47,NewCustomer
810,13429.0,11,4,1006.8,NewCustomer
811,13430.0,19,2,679.45,NewCustomer
812,13431.0,67,2,1269.1,CantLoseThem
813,13434.0,74,2,534.24,AtRisk
814,13435.0,5,7,3809.89,Loyal
815,13436.0,2,1,196.89,NewCustomer
816,13437.0,14,7,3408.06,Loyal
817,13439.0,255,1,283.71,AtRisk
818,13441.0,92,1,296.64,AtRisk
819,13447.0,23,3,1129.14,CantLoseThem
820,13448.0,17,6,3539.37,Loyal
821,13449.0,24,1,291.88,NewCustomer
822,13450.0,27,6,2043.72,CantLoseThem
823,13451.0,26,5,2976.15,CantLoseThem
824,13452.0,259,2,590.0,AtRisk
825,13453.0,166,2,356.98,AtRisk
826,13455.0,25,2,1058.34,NewCustomer
827,13456.0,18,6,1766.72,CantLoseThem
828,13458.0,7,14,9646.57,Loyal
829,13460.0,29,2,183.44,NewCustomer
830,13461.0,39,3,1445.0,CantLoseThem
831,13462.0,253,1,151.5,AtRisk
832,13464.0,58,1,674.68,AtRisk
833,13466.0,184,1,307.9,AtRisk
834,13467.0,11,2,1083.71,NewCustomer
835,13468.0,2,37,5704.97,Loyal
836,13470.0,99,2,165.0,AtRisk
837,13471.0,1,4,2531.58,Loyal
838,13473.0,61,2,422.64,AtRisk
839,13474.0,236,1,229.59,AtRisk
840,13475.0,191,4,1431.78,CantLoseThem
841,13476.0,179,2,1238.47,CantLoseThem
842,13477.0,38,6,1454.58,CantLoseThem
843,13479.0,201,2,300.95,AtRisk
844,13481.0,46,5,1804.56,CantLoseThem
845,13482.0,232,1,184.64,AtRisk
846,13483.0,66,1,140.34,AtRisk
847,13484.0,241,1,313.8,AtRisk
848,13485.0,233,1,454.24,AtRisk
849,13486.0,78,3,1122.41,CantLoseThem
850,13487.0,58,3,575.4,CantLoseThem
851,13488.0,17,13,8968.31,Loyal
852,13489.0,105,4,449.52,CantLoseThem
853,13491.0,52,10,1215.82,CantLoseThem
854,13492.0,136,3,1269.84,CantLoseThem
855,13493.0,275,2,618.63,AtRisk
856,13494.0,312,1,316.26000000000005,AtRisk
857,13495.0,8,5,2044.87,Loyal
858,13496.0,11,2,653.33,NewCustomer
859,13497.0,283,2,348.05,AtRisk
860,13499.0,18,5,1159.11,CantLoseThem
861,13500.0,23,3,1166.77,CantLoseThem
862,13501.0,288,1,1340.32,AtRisk
863,13502.0,17,3,292.0,NewCustomer
864,13503.0,71,1,216.85,AtRisk
865,13504.0,64,1,295.93,AtRisk
866,13505.0,73,4,4393.63,CantLoseThem
867,13506.0,316,2,458.52,AtRisk
868,13507.0,3,4,2479.16,Loyal
869,13508.0,244,1,110.97,AtRisk
870,13509.0,9,7,979.72,Loyal
871,13510.0,1,4,1791.56,Loyal
872,13512.0,261,1,251.21,AtRisk
873,13513.0,127,1,205.1,AtRisk
874,13514.0,74,1,152.20000000000002,AtRisk
875,13515.0,73,4,891.12,CantLoseThem
876,13516.0,21,3,1389.41,CantLoseThem
877,13517.0,60,3,2128.42,CantLoseThem
878,13518.0,86,1,659.4399999999999,AtRisk
879,13519.0,78,1,122.75,AtRisk
880,13520.0,59,6,3624.35,CantLoseThem
881,13521.0,1,3,1093.65,NewCustomer
882,13522.0,30,1,125.8,NewCustomer
883,13523.0,33,5,3964.88,CantLoseThem
884,13524.0,41,5,680.1800000000001,CantLoseThem
885,13525.0,15,2,628.78,NewCustomer
886,13527.0,34,7,2287.51,CantLoseThem
887,13529.0,79,2,307.76,AtRisk
888,13531.0,205,2,483.8,AtRisk
889,13532.0,34,1,210.31,NewCustomer
890,13533.0,183,3,270.79,AtRisk
891,13534.0,2,25,5870.08,Loyal
892,13536.0,1,7,3448.29,Loyal
893,13538.0,43,7,1280.85,CantLoseThem
894,13539.0,86,3,631.34,CantLoseThem
895,13544.0,40,2,291.41,NewCustomer
896,13546.0,12,3,626.99,NewCustomer
897,13548.0,96,2,682.41,AtRisk
898,13549.0,26,7,918.2,CantLoseThem
899,13551.0,319,1,91.8,AtRisk
900,13552.0,66,12,3740.07,Loyal
901,13555.0,74,4,4149.28,CantLoseThem
902,13557.0,28,2,584.06,NewCustomer
903,13558.0,6,4,605.06,NewCustomer
904,13560.0,7,1,174.37,NewCustomer
905,13561.0,216,1,141.86,AtRisk
906,13562.0,82,3,1799.33,CantLoseThem
907,13563.0,84,2,777.53,CantLoseThem
908,13564.0,144,3,1749.02,CantLoseThem
909,13565.0,19,2,240.22,NewCustomer
910,13566.0,41,2,874.71,CantLoseThem
911,13568.0,173,1,192.85,AtRisk
912,13569.0,17,2,373.75,NewCustomer
913,13570.0,243,1,239.49,AtRisk
914,13571.0,13,12,2092.32,Loyal
915,13572.0,206,1,1384.25,AtRisk
916,13573.0,50,2,294.4,AtRisk
917,13575.0,23,5,732.0699999999999,CantLoseThem
918,13576.0,10,18,6717.34,Loyal
919,13577.0,25,4,1687.6,CantLoseThem
920,13579.0,15,2,467.04,NewCustomer
921,13581.0,309,1,118.0,AtRisk
922,13583.0,156,1,781.03,AtRisk
923,13584.0,307,1,142.4,AtRisk
924,13587.0,64,1,712.4,AtRisk
925,13588.0,16,9,2478.95,Loyal
926,13589.0,15,2,379.65,NewCustomer
927,13590.0,11,6,1981.92,Loyal
928,13591.0,65,3,1117.13,CantLoseThem
929,13592.0,36,4,247.96,NewCustomer
930,13593.0,108,5,2037.08,CantLoseThem
931,13594.0,53,1,396.97,AtRisk
932,13596.0,6,2,697.04,NewCustomer
933,13598.0,47,1,180.17,AtRisk
934,13599.0,1,21,5153.67,Loyal
935,13600.0,312,1,219.52,AtRisk
936,13601.0,45,2,693.32,CantLoseThem
937,13602.0,65,1,428.89,AtRisk
938,13603.0,26,1,164.34,NewCustomer
939,13606.0,29,3,280.54,NewCustomer
940,13607.0,40,1,678.01,NewCustomer
941,13610.0,12,7,1131.88,Loyal
942,13611.0,89,3,1171.8,CantLoseThem
943,13614.0,24,4,1610.46,CantLoseThem
944,13615.0,319,1,417.69,AtRisk
945,13617.0,40,3,544.18,CantLoseThem
946,13618.0,174,1,177.34,AtRisk
947,13621.0,117,1,213.85,AtRisk
948,13623.0,31,5,747.78,CantLoseThem
949,13626.0,253,1,257.23,AtRisk
950,13627.0,59,5,1638.47,CantLoseThem
951,13629.0,23,11,7792.36,Loyal
952,13630.0,5,7,2031.78,Loyal
953,13631.0,100,11,3070.42,CantLoseThem
954,13632.0,25,5,2121.27,CantLoseThem
955,13634.0,33,5,1575.16,CantLoseThem
956,13635.0,68,1,1071.03,AtRisk
957,13636.0,37,5,949.12,CantLoseThem
958,13637.0,52,3,810.5,CantLoseThem
959,13638.0,16,1,122.64,NewCustomer
960,13639.0,74,1,1033.34,AtRisk
961,13642.0,216,1,354.8,AtRisk
962,13643.0,31,3,519.44,NewCustomer
963,13644.0,16,4,2624.26,CantLoseThem
964,13645.0,120,1,252.1,AtRisk
965,13647.0,10,4,1678.12,CantLoseThem
966,13649.0,257,2,346.6,AtRisk
967,13650.0,17,6,1836.34,CantLoseThem
968,13651.0,35,2,94.2,NewCustomer
969,13652.0,46,3,1095.08,CantLoseThem
970,13654.0,43,6,2707.33,CantLoseThem
971,13655.0,114,2,932.97,CantLoseThem
972,13656.0,165,2,379.65,AtRisk
973,13657.0,11,2,382.14,NewCustomer
974,13658.0,10,5,2639.17,Loyal
975,13659.0,206,2,1573.2,CantLoseThem
976,13662.0,86,3,897.76,CantLoseThem
977,13663.0,179,1,189.47,AtRisk
978,13666.0,60,3,84.65,AtRisk
979,13667.0,149,1,305.02,AtRisk
980,13668.0,3,21,6363.59,Loyal
981,13669.0,51,2,218.55,AtRisk
982,13670.0,75,1,349.7,AtRisk
983,13672.0,301,2,186.39,AtRisk
984,13673.0,19,2,396.92,NewCustomer
985,13675.0,151,2,486.8200000000001,AtRisk
986,13678.0,152,1,232.6,AtRisk
987,13680.0,1,4,3722.42,Loyal
988,13681.0,18,4,827.83,CantLoseThem
989,13682.0,187,1,59.5,AtRisk
990,13684.0,286,1,67.23,AtRisk
991,13685.0,3,7,3119.44,Loyal
992,13686.0,183,1,72.0,AtRisk
993,13689.0,63,1,910.0,AtRisk
994,13690.0,59,1,172.25,AtRisk
995,13692.0,25,3,1488.32,CantLoseThem
996,13694.0,4,50,65039.62,Loyal
997,13695.0,31,15,2504.13,Loyal
998,13697.0,39,1,151.29999999999998,AtRisk
999,13699.0,155,1,308.58000000000004,AtRisk
1000,13700.0,26,10,2265.12,Loyal
1001,13703.0,318,1,99.5,AtRisk
1002,13704.0,5,9,2308.06,Loyal
1003,13705.0,8,3,711.86,NewCustomer
1004,13706.0,303,1,330.79,AtRisk
1005,13707.0,267,2,806.41,AtRisk
1006,13708.0,271,1,296.88,AtRisk
1007,13709.0,4,13,6328.05,Loyal
1008,13710.0,32,1,180.48,NewCustomer
1009,13711.0,219,2,252.06,AtRisk
1010,13712.0,247,1,228.84,AtRisk
1011,13715.0,281,5,1079.34,CantLoseThem
1012,13716.0,269,1,138.28,AtRisk
1013,13717.0,32,6,1445.01,CantLoseThem
1014,13718.0,246,2,306.55,AtRisk
1015,13719.0,15,5,1041.68,CantLoseThem
1016,13720.0,117,4,799.9,CantLoseThem
1017,13721.0,36,1,524.14,NewCustomer
1018,13722.0,132,3,2375.41,CantLoseThem
1019,13723.0,217,1,199.85,AtRisk
1020,13725.0,50,8,1980.56,CantLoseThem
1021,13726.0,39,2,1079.66,CantLoseThem
1022,13727.0,29,2,333.48,NewCustomer
1023,13728.0,37,6,1016.14,CantLoseThem
1024,13730.0,136,2,752.6,AtRisk
1025,13731.0,219,2,610.59,AtRisk
1026,13732.0,28,1,491.86,NewCustomer
1027,13735.0,25,4,2885.24,CantLoseThem
1028,13736.0,5,2,731.9,NewCustomer
1029,13737.0,200,1,339.6,AtRisk
1030,13739.0,18,1,216.9,NewCustomer
1031,13740.0,241,1,350.75,AtRisk
1032,13741.0,72,3,668.4300000000001,CantLoseThem
1033,13742.0,17,12,3131.02,Loyal
1034,13743.0,3,7,1341.6,Loyal
1035,13744.0,95,2,1156.36,CantLoseThem
1036,13745.0,162,1,300.04,AtRisk
1037,13747.0,374,1,79.6,AtRisk
1038,13748.0,96,5,948.25,CantLoseThem
1039,13750.0,54,5,1647.26,CantLoseThem
1040,13751.0,288,1,296.25,AtRisk
1041,13752.0,124,6,1186.28,CantLoseThem
1042,13753.0,288,1,741.26,AtRisk
1043,13754.0,152,2,282.6,AtRisk
1044,13755.0,4,9,2161.35,Loyal
1045,13756.0,2,14,5189.52,Loyal
1046,13758.0,12,7,3190.55,Loyal
1047,13759.0,33,2,659.4100000000001,NewCustomer
1048,13760.0,54,2,286.79,AtRisk
1049,13761.0,50,2,1070.65,CantLoseThem
1050,13762.0,219,1,306.72,AtRisk
1051,13763.0,63,1,1714.96,CantLoseThem
1052,13764.0,71,3,1521.76,CantLoseThem
1053,13767.0,2,37,17220.36,Loyal
1054,13769.0,2,10,2796.51,Loyal
1055,13771.0,64,4,2634.45,CantLoseThem
1056,13772.0,34,3,1132.13,CantLoseThem
1057,13774.0,82,1,345.0,AtRisk
1058,13777.0,1,33,25977.16,Loyal
1059,13778.0,103,1,178.7,AtRisk
1060,13780.0,7,2,360.01,NewCustomer
1061,13781.0,251,1,127.84,AtRisk
1062,13782.0,13,6,912.0,CantLoseThem
1063,13784.0,10,11,2462.79,Loyal
1064,13786.0,367,1,230.4,AtRisk
1065,13787.0,76,2,309.04,AtRisk
1066,13790.0,4,1,348.8,NewCustomer
1067,13791.0,128,2,1516.0,CantLoseThem
1068,13792.0,66,2,195.55,AtRisk
1069,13798.0,1,57,37153.85,Loyal
1070,13799.0,117,2,688.86,AtRisk
1071,13800.0,310,1,558.32,AtRisk
1072,13801.0,67,1,324.8,AtRisk
1073,13802.0,139,3,4599.42,CantLoseThem
1074,13803.0,255,1,277.07,AtRisk
1075,13804.0,31,7,2635.79,CantLoseThem
1076,13805.0,52,2,924.6,CantLoseThem
1077,13806.0,64,1,256.38,AtRisk
1078,13807.0,367,1,112.6,AtRisk
1079,13808.0,6,5,1747.66,Loyal
1080,13809.0,305,1,155.05,AtRisk
1081,13810.0,29,3,1499.01,CantLoseThem
1082,13811.0,184,3,814.5,CantLoseThem
1083,13812.0,42,3,539.0,CantLoseThem
1084,13813.0,40,4,1366.86,CantLoseThem
1085,13814.0,92,2,1579.12,CantLoseThem
1086,13815.0,22,4,4027.36,CantLoseThem
1087,13816.0,24,2,571.6700000000001,NewCustomer
1088,13817.0,29,2,382.98,NewCustomer
1089,13819.0,302,3,1140.35,CantLoseThem
1090,13821.0,145,2,385.64,AtRisk
1091,13822.0,6,2,632.0,NewCustomer
1092,13823.0,19,2,957.66,NewCustomer
1093,13824.0,33,5,1698.94,CantLoseThem
1094,13826.0,176,1,189.5,AtRisk
1095,13827.0,58,3,412.05,CantLoseThem
1096,13828.0,22,1,209.49,NewCustomer
1097,13831.0,16,6,2202.99,Loyal
1098,13832.0,19,1,52.2,NewCustomer
1099,13833.0,159,1,384.8,AtRisk
1100,13835.0,25,4,834.57,CantLoseThem
1101,13837.0,212,2,271.24,AtRisk
1102,13838.0,6,4,691.73,NewCustomer
1103,13841.0,253,1,85.0,AtRisk
1104,13842.0,59,9,3385.62,CantLoseThem
1105,13844.0,11,1,361.62,NewCustomer
1106,13845.0,65,1,312.98,AtRisk
1107,13846.0,25,3,865.0600000000001,CantLoseThem
1108,13848.0,92,3,1255.0,CantLoseThem
1109,13849.0,52,2,1537.95,CantLoseThem
1110,13850.0,129,1,1595.48,CantLoseThem
1111,13851.0,96,3,2651.46,CantLoseThem
1112,13853.0,57,1,1090.14,CantLoseThem
1113,13854.0,9,25,8109.519999999999,Loyal
1114,13856.0,169,3,388.5,AtRisk
1115,13858.0,57,1,216.17,AtRisk
1116,13859.0,326,1,201.16,AtRisk
1117,13860.0,1,5,1245.9,Loyal
1118,13862.0,18,8,2209.36,Loyal
1119,13863.0,248,1,305.78,AtRisk
1120,13865.0,58,4,501.56,CantLoseThem
1121,13866.0,74,1,145.67000000000002,AtRisk
1122,13867.0,31,3,1015.29,CantLoseThem
1123,13868.0,7,2,3192.54,NewCustomer
1124,13869.0,123,4,3104.95,CantLoseThem
1125,13870.0,2,8,2770.94,Loyal
1126,13871.0,23,13,6403.25,Loyal
1127,13873.0,120,3,389.6,AtRisk
1128,13874.0,358,1,540.45,AtRisk
1129,13875.0,54,5,1786.79,CantLoseThem
1130,13876.0,64,1,122.7,AtRisk
1131,13877.0,86,1,117.24,AtRisk
1132,13878.0,55,1,1281.53,CantLoseThem
1133,13880.0,21,13,3219.77,Loyal
1134,13881.0,4,20,17159.52,Loyal
1135,13882.0,3,5,1191.13,Loyal
1136,13883.0,11,5,2674.48,Loyal
1137,13884.0,7,5,787.6,NewCustomer
1138,13885.0,189,2,506.8,AtRisk
1139,13886.0,71,1,243.56,AtRisk
1140,13887.0,204,1,349.55,AtRisk
1141,13888.0,120,2,605.63,AtRisk
1142,13889.0,93,1,416.9,AtRisk
1143,13890.0,1,10,1883.81,Loyal
1144,13892.0,27,4,632.97,CantLoseThem
1145,13893.0,298,1,821.1,AtRisk
1146,13894.0,24,3,564.62,NewCustomer
1147,13895.0,28,4,2593.07,CantLoseThem
1148,13897.0,50,1,311.16,AtRisk
1149,13898.0,326,1,155.93,AtRisk
1150,13899.0,16,2,388.52,NewCustomer
1151,13900.0,183,3,740.95,CantLoseThem
1152,13901.0,72,5,2867.2,CantLoseThem
1153,13904.0,37,2,332.64,NewCustomer
1154,13908.0,80,4,2369.55,CantLoseThem
1155,13911.0,57,9,2580.91,CantLoseThem
1156,13914.0,12,2,626.45,NewCustomer
1157,13917.0,50,2,272.04,AtRisk
1158,13918.0,50,2,1212.84,CantLoseThem
1159,13919.0,59,2,384.81,AtRisk
1160,13922.0,352,1,172.25,AtRisk
1161,13923.0,54,1,351.13,AtRisk
1162,13924.0,2,6,1838.85,Loyal
1163,13925.0,93,4,678.25,CantLoseThem
1164,13926.0,23,1,223.85,NewCustomer
1165,13927.0,75,1,348.99,AtRisk
1166,13928.0,11,4,464.57,NewCustomer
1167,13929.0,169,2,842.65,AtRisk
1168,13930.0,58,2,337.34,AtRisk
1169,13931.0,96,2,1237.53,CantLoseThem
1170,13932.0,295,1,307.4,AtRisk
1171,13933.0,109,2,608.7900000000001,AtRisk
1172,13934.0,264,1,922.1,AtRisk
1173,13936.0,180,1,376.58,AtRisk
1174,13937.0,169,1,158.85,AtRisk
1175,13938.0,35,1,71.66,AtRisk
1176,13939.0,23,3,568.55,NewCustomer
1177,13940.0,17,4,839.14,NewCustomer
1178,13941.0,22,5,5112.96,Loyal
1179,13946.0,79,3,561.5699999999999,CantLoseThem
1180,13947.0,65,1,90.6,AtRisk
1181,13948.0,361,1,102.0,AtRisk
1182,13949.0,3,6,2427.32,Loyal
1183,13950.0,11,4,745.06,NewCustomer
1184,13951.0,176,3,674.45,CantLoseThem
1185,13952.0,218,2,3251.071,CantLoseThem
1186,13953.0,7,7,3515.68,Loyal
1187,13954.0,2,2,439.92,NewCustomer
1188,13955.0,154,2,322.96,AtRisk
1189,13956.0,5,5,1026.42,NewCustomer
1190,13959.0,79,3,598.2,CantLoseThem
1191,13960.0,21,2,230.22,NewCustomer
1192,13962.0,22,2,169.55,NewCustomer
1193,13963.0,308,4,664.54,CantLoseThem
1194,13967.0,146,1,80.7,AtRisk
1195,13969.0,7,18,9053.94,Loyal
1196,13971.0,19,8,2758.26,Loyal
1197,13972.0,71,2,190.25,AtRisk
1198,13973.0,287,1,264.7,AtRisk
1199,13974.0,49,1,413.59,AtRisk
1200,13975.0,31,6,2526.28,CantLoseThem
1201,13976.0,207,1,357.98,AtRisk
1202,13978.0,15,2,196.79,NewCustomer
1203,13979.0,73,1,869.87,AtRisk
1204,13980.0,60,1,200.14,AtRisk
1205,13982.0,39,4,1871.81,CantLoseThem
1206,13983.0,30,12,2603.43,Loyal
1207,13984.0,27,5,920.51,CantLoseThem
1208,13985.0,4,15,7060.13,Loyal
1209,13986.0,17,1,320.46,NewCustomer
1210,13988.0,20,6,4147.96,Loyal
1211,13989.0,66,2,1266.08,CantLoseThem
1212,13990.0,213,1,311.3,AtRisk
1213,13991.0,12,6,855.97,CantLoseThem
1214,13992.0,30,1,76.8,AtRisk
1215,13993.0,43,9,3466.36,Loyal
1216,13994.0,4,6,2313.14,Loyal
1217,13995.0,15,5,1393.69,CantLoseThem
1218,13999.0,10,12,3901.81,Loyal
1219,14000.0,211,1,635.66,AtRisk
1220,14001.0,46,3,2043.08,CantLoseThem
1221,14002.0,134,2,529.73,AtRisk
1222,14004.0,43,7,4582.64,CantLoseThem
1223,14005.0,10,5,2874.72,Loyal
1224,14006.0,116,3,962.19,CantLoseThem
1225,14009.0,198,2,695.61,AtRisk
1226,14012.0,278,1,328.8,AtRisk
1227,14013.0,110,3,473.02,AtRisk
1228,14014.0,77,1,505.18,AtRisk
1229,14015.0,53,1,917.34,AtRisk
1230,14016.0,162,4,4341.21,CantLoseThem
1231,14019.0,47,3,1421.61,CantLoseThem
1232,14020.0,17,2,642.8,NewCustomer
1233,14021.0,155,3,631.9,CantLoseThem
1234,14022.0,225,1,440.0,AtRisk
1235,14023.0,7,2,584.07,NewCustomer
1236,14024.0,122,2,327.7,AtRisk
1237,14027.0,61,1,104.82,AtRisk
1238,14029.0,63,2,467.66,AtRisk
1239,14030.0,18,8,2360.09,Loyal
1240,14031.0,7,19,17286.86,Loyal
1241,14032.0,2,11,2975.59,Loyal
1242,14034.0,22,3,651.8199999999999,NewCustomer
1243,14035.0,29,5,1428.02,CantLoseThem
1244,14036.0,285,1,626.65,AtRisk
1245,14037.0,176,2,147.20000000000002,AtRisk
1246,14038.0,78,3,1560.38,CantLoseThem
